id,kd_brg,barcode,nama,merk,satuan,kd_supp,modal,barcode_image
1,0BB TESTJM,MHIO01,OBENG TESTPEN 2 WAY JUMBO,HIOSHI,PCS,KBB,4963.75,
2,AGR BT1/2,MHIO02,"AUGERBITS 1/2"" (13 MM) HIOSHI",HIOSHI,PCS,KBB,12825.0,
3,AGR BT1/4,MHIO03,"AUGERBITS 1/4"" (6MM) HIOSHI",HIOSHI,PCS,KBB,7671.25,
4,AGR BT3/4,MHIO04,"AUGERBITS 3/4"" (19MM) HIOSHI",HIOSHI,PCS,KBB,20757.5,
5,AGR BT3/8,MHIO05,"AUGERBITS 3/8"" (10MM) HIOSHI",HIOSHI,PCS,KBB,9262.5,
6,AGR BT5/16,MHIO06,AUGERBITS 5/16 (8MM) HIOSHI,HIOSHI,PCS,KBB,8193.75,
7,AGR BT5/8,MHIO07,"AUGERBITS 5/8"" (16MM) HIOSHI",HIOSHI,PCS,KBB,16743.75,
8,AMP BLT 120,MSAB01,AMPLAS BULAT 120 SAB,SAB,PCS,SUARI,320.0,
9,AMP BLT 150,MSAB02,AMPLAS BULAT 150 SAB,SAB,PCS,SUARI,320.0,
10,AMP BLT 400,MSAB03,AMPLAS BULAT 400 SAB,SAB,PCS,SUARI,325.0,
11,AMP BLT 60,MSAB04,AMPLAS BULAT 60 SAB,SAB,PCS,SMS,320.0,
12,AMP BLT 80,MSAB05,AMPLAS BULAT 80 SAB-XX,SAB,PCS,SUARI,270.0,
13,AMP DC IGM150,MIGM01,AMPLAS DUCO IGM 150,IGM,PCS,HIK,1150.0,
14,AMP DC IGM1500,MIGM02,AMPLAS DUCO IGM 1500,IGM,PCS,HIK,1150.0,
15,AMP DC IGM2000,MIGM03,AMPLAS DUCO IGM 2000,IGM,PCS,HIK,1150.0,
16,AMP DC IGM400,MIGM04,AMPLAS DUCO IGM 400,IGM,PCS,HIK,1150.0,
17,AMP DC IGM600,MIGM05,AMPLAS DUCO IGM 600,IGM,PCS,HIK,1150.0,
18,AMP DCTY 1000,MTAI01,AMPLAS DUCO TAIYO 1000,TAIYO,PCS,SUARI,1175.0,
19,AMP DCTY 2000,MTAI02,AMPLAS DUCO TAIYO 2000,TAIYO,PCS,SUARI,1175.0,
20,AMP DCTY 240,MTAI03,AMPLAS DUCO TAIYO 240,TAIYO,PCS,SUARI,1175.0,
21,AMP DCTY 280,MTAI04,AMPLAS DUCO TAIYO 280,TAIYO,PCS,SUARI,1175.0,
22,AMP DCTY 400,MTAI05,AMPLAS DUCO TAIYO 400,TAIYO,PCS,SUARI,1275.0,
23,AMP DCTY 60,MTAI06,AMPLAS DUCO TAIYO 60,TAIYO,PCS,SUARI,1175.0,
24,AMP RL 120 GM,MGOM01,AMPLAS ROLL 120 GOMEO,GOMEO,ROL,NIB,190000.0,
25,AMP RL 60 GM,MGOM02,AMPLAS ROLL 60 GOMEO,GOMEO,ROL,NIB,180000.0,
26,AMP RLKD 120,MKOD01,AMPLAS ROLL KODAI 120,KODAI,ROL,SUARI,140000.0,
27,AMP RLKD 150,MKOD02,AMPLAS ROLL KODAI 150,KODAI,ROL,SUARI,140000.0,
28,AMP RLKD 240,MKOD03,AMPLAS ROLL KODAI 240,KODAI,ROL,SUARI,140000.0,
29,AMP RLKD 400,MKOD04,AMPLAS ROLL KODAI 400,KODAI,ROL,SUARI,140000.0,
30,AMP RLKD 80,MKOD05,AMPLAS ROLL KODAI 80,KODAI,ROL,SUARI,140000.0,
31,AMP RLTY 100,MTAI07,AMPLAS ROLL TAIYO 100,TAIYO,ROL,SUARI,205000.0,
32,AMP RLTY 120,MTAI08,AMPLAS ROLL TAIYO 120,TAIYO,ROL,SUARI,210000.0,
33,AMP RLTY 150,MTAI09,AMPLAS ROLL TAIYO 150,TAIYO,PCS,SUARI,205000.0,
34,AMP RLTY 180,MTAI10,AMPLAS ROLL TAIYO 180,TAIYO,ROL,SUARI,205000.0,
35,AMP RLTY 400,MTAI11,AMPLAS ROLL TAIYO 400,TAIYO,ROL,SUARI,205000.0,
36,ARM 2100 JIZ10,MMOD01,ARM BOR M2100B/JIZ10,MODERN,PCS,GMM,58295.0,
37,ARM 2300B SIM100,MMOD02,ARM GRINDA M2300B/SIM100,MODERN,PCS,GMM,58295.0,
38,ARM 2350B,MMOD03,ARM GRINDA M2350B,MODERN,PCS,GMM,67450.0,
39,ARM 2600,MMOD04,ARM CIRCULAR M2600L,MODERN,PCS,GMM,107955.0,
40,ARM 2750,MMOD05,ARMATURE TRIMMER M2750,MODERN,PCS,GMM,74273.0,
41,ARM M2100 JIZ10B,MMOD06,ARMATURE DRILL M-2100B/JIZ-10B,MODERN,PCS,GMM,75050.0,
42,ARM PLANNER,MMOD07,ARMATURE PLANNER M2900,MODERN,PCS,GMM,74100.0,
43,ARM TRIMMER,MMOD08,ARMATURE TRIMMER M2700,MODERN,PCS,GMM,92150.0,
44,BAKCAT ELGN,MELE01,BAK CAT HITAM ELEGANT,ELEGANT,PCS,NIB,47500.0,
45,BAKCAT RYR,MREY01,BAK CAT REYNER,REYNER,LSN,NIB,47500.0,
46,BAN DLM ARCO,MART01,BAN DALAM ARTCO,ARTCO,PCS,NIB,20000.0,
47,BB BSCH 6,MBOS01,BOR BETON BOSCH 6,BOSCH,PCS,RKW,12183.36,
48,BB BSCH 8,MBOS02,BOR BETON BOSCH 8,BOSCH,PCS,RKW,16200.0,
49,BB GM 6,MGOM03,"BOR BETON GOMEO 6""",GOMEO,PCS,NIB,2700.0,
50,BB GM 8,MGOM04,"BOR BETON GOMEO 8""",GOMEO,PCS,NIB,4200.0,
51,BB HSS 10,MHAS01,BOR BETON 10 HASSTON,HASSTON,PCS,CPI,14355.0,
52,BB HSS 12,MHAS02,BOR BETON 12 HASSTON,HASSTON,PCS,CPI,19525.0,
53,BB HSS 6,MHAS03,BOR BETON 6 HASSTON,HASSTON,PCS,CPI,9130.0,
54,BB HSS 8,MHAS04,BOR BETON 8 HASSTON,HASSTON,PCS,CPI,12760.0,
55,BB SDS 8,MXXX01,BOR BETON SDS 8,,PCS,RKW,25600.0,
56,BCP50 PLV,MPIL01,BCP 50 PILOV + AFUR,PILOV,SET,SU,70000.0,
57,BCP50 PRSTL,MPRE01,BCP 50 PRESTIL + AFUR,PRESTIL,SET,STS,67500.0,
58,BCP50 RRT,MXXX02,BCP 50 X 40 RRT,,PCS,SU,57500.0,
59,BCP60 YZ,MYOZ01,"BCP HM 60 X 45 ""YOZURI""",YOZURI,SET,STS,662055.0,
60,BCP75 PRSTL,MPRE02,BCP 75 PRESTIL + AFUR,PRESTIL,SET,STS,79000.0,
61,BCP75 RRT,MXXX03,BCP 75 X 40 RRT,,PCS,SU,77500.0,
62,BCP75 YZ,MYOZ02,"BCP HM 75 X 40 ""YOZURI""",YOZURI,SET,STS,715000.0,
63,BCP96 PLV,MPIL02,BCP 96 PILOV + AFUR,PILOV,SET,SU,95000.0,
64,BCP96 PRSTL,MPRE03,BCP 96 PRESTIL + AFUR,PRESTIL,SET,STS,92600.0,
65,BCP96 RRT,MOLI01,"BCP / WASHBAK 96 X 43 X 0,4",OLIQ,PCS,LGA,93500.0,
66,BCP96 RRT SU,MXXX04,BCP 96 X 43 RRT,,PCS,SU,87500.0,
67,BDM 16LBS,MHIO08,BODEM / PALU PON ULIR 16 LBS,HIOSHI,PCS,KBB,148200.0,
68,BDM 18LBS,MHIO09,BODEM / PALU PON ULIR 18 LBS,HIOSHI,PCS,KBB,166725.0,
69,BDM 20LBS,MHIO10,BODEM / PALU PON ULIR 20 LBS,HIOSHI,PCS,KBB,190000.0,
70,BDPL 8545SN,MGOM05,BODY PELOR GOMEO 8545 SN,GOMEO,LSN,NIB,600000.0,
71,BDPL CLS,MCLA01,BODY PELOR CLASSIC,CLASSIC,LSN,HSJ,441800.0,
72,BDPL ISCO,MISC01,BODY PELOR ISCO,ISCO,LSN,STD,31000.0,
73,BDPL ISCO SET,MISC02,BODY PELOR ISCO PER SET,ISCO,SET,STD,31000.0,
74,BDPL ISCO SS304,MISC03,BODY PELOR ISCO PLAT SS304,ISCO,SET,STD,34375.0,
75,BDPL SS7016,MGOM06,BODY PELOR GOMEO SS 7016,GOMEO,PCS,NIB,87500.0,
76,BHARCO,MART02,BAN HIDUP ARTCO / BAN KOMPLIT,ARTCO,PCS,NIB,130000.0,
77,BL RL KPL,MXXX05,"BULU KUAS ROLL KAPAL 4""",,LSN,,7125.0,
78,BL RL KPL HH,MXXX06,"BULU KUAS ROLL KAPAL 4""",,LSN,HHH,7125.0,
79,BLARCO NI,MART03,BAN LUAR ARTCO MERAH,ARTCO,PCS,NIB,52500.0,
80,BOR KNG 10,MGOM07,"BOR KUNING 10"" GOMEO",GOMEO,PCS,NIB,8250.0,
81,BOR KNG 3,MGOM08,"BOR KUNING 3"" GOMEO",GOMEO,PCS,NIB,1125.0,
82,BT KNSL,MKIN01,BATU SLEP KINIK M100X6X16,KINIK,PCS,JCK,6500.0,
83,BT10HSH,MHIO11,BETEL TOPI 10 X 16 HIOSHI,HIOSHI,PCS,KBB,17100.0,
84,BT12HSH,MHIO12,BETEL TOPI 12 X 16 HIOSHI,HIOSHI,PCS,KBB,20520.0,
85,BT8HSH,MHIO13,BETEL TOPI 8 X 16 HIOSHI,HIOSHI,PCS,KBB,13680.0,
86,BTAS DYK 6,MDAY01,BATU ASAH DAYAK 6 ABU,DAYAK,PCS,NAS,8750.0,
87,BTAS DYK 8,MDAY02,BATU ASAH DAYAK 8 ABU,DAYAK,PCS,NAS,9500.0,
88,BTAS TCT,MHIO14,BATU ASAH TCT HIOSHI,HIOSHI,PCS,KBB,27312.5,
89,BTAS TCT HSS,MHAS05,BATU ASAH TCT HASSTON,HASSTON,PCS,CPI,37675.0,
90,BTGS AWS6,MAWS01,"BATU GOSOK ORANGE AWS 6""",AWS,PCS,NIB,6400.0,
91,BTGS AWS8,MAWS02,"BATU GOSOK ORANGE AWS 8""",AWS,PCS,NIB,6400.0,
92,BTGS DMD8,MDIA01,"BATU GOSOK ABU DMD 8""",DIAMOND,PCS,SMSL,6110.0,
93,BTGS GRT8,MGRT01,"BATU GOSOK PREMIUM GRT 8""",GRT,PCS,SMSL,21150.0,
94,BTGS YS 6,MYUS01,BATU GOSOK ORANGE ABU 6' YUSTAR,YUSTAR,PCS,HHH,4275.0,
95,BTGS YS 8,MYUS02,BATU GOSOK ORANGE ABU 8' YUSTAR,YUSTAR,PCS,HHH,4750.0,
96,BTGS YY6 OR,MYYX01,"BATU GOSOK ORANGE YY 6""",YY,PCS,NIB,6900.0,
97,BTGS YY8 OR,MYYX02,"BATU GOSOK ORANGE YY 8""",YY,PCS,NIB,9250.0,
98,BTJB 10,MVPR01,BETEL TOPI JUMBO 10' VPR,VPR,LSN,MSM,130000.0,
99,BTJB 12,MVPR02,BETEL TOPI JUMBO 12' VPR,VPR,LSN,MSM,150000.0,
100,BTJB 8,MVPR03,BETEL TOPI JUMBO 8' VPR,VPR,LSN,MSM,100000.0,
101,BTPT BOSCH,MBOS03,BATU POTONG / CUTTING BOSCH,BOSCH,PCS,RKW,1950.27,
102,BTTP 10 RRT,MXXX07,BETEL TOPI 10 RRT,,LSN,SU,100000.0,
103,BTTP 12 RRT,MXXX08,BETEL TOPI 12 RRT,,LSN,SU,114000.0,
104,BTTP 8 RRT,MXXX09,BETEL TOPI 8 RRT,,LSN,SU,76000.0,
105,BTTP RRT10,MFAW01,BETEL TOPI RRT (FAWI) 10,FAWI,LSN,HIK,97500.0,
106,BTTP RRT10 TK,MTOK01,BETEL TOPI RRT 10 TOKIO,TOKIO,LSN,NAS,77600.0,
107,BTTP RRT12,MFAW02,BETEL TOPI RRT (FAWI) 12,FAWI,LSN,HIK,106363.64,
108,BTTP RRT12 TK,MTOK02,BETEL TOPI RRT 12 TOKIO,TOKIO,LSN,NAS,87300.0,
109,BTTP RRT8,MFAW03,BETEL TOPI RRT (FAWI) 8,FAWI,LSN,HIK,70909.09,
110,BTTP RRT8 TK,MTOK03,BETEL TOPI RRT 8 TOKIO,TOKIO,LSN,NAS,73720.0,
111,BV PRO1/2,MHIO15,BALL VALVE PRO 1/2' (FULL KUNINGAN),HIOSHI,PCS,KBB,22562.5,
112,BV PRO3/4,MHIO16,BALL VALVE PRO 3/4' (FULL KUNINGAN),HIOSHI,PCS,KBB,27312.5,
113,CB 100,MMOD09,CARBON BRUSH CB-100,MODERN,PCS,MT,1700.0,
114,CB 21,MMOD10,CARBON BRUSH CB-21,MODERN,PCS,MT,1700.0,
115,CB 411,MMOD11,CARBON BRUSH CB-411,MODERN,PCS,MT,1700.0,
116,CB 51,MMOD12,CARBON BRUSH CB-51,MODERN,BOX,MDT,1250.0,
117,CB 64,MMOD13,CARBON BRUSH CB-64,MODERN,PCS,MT,1250.0,
118,CB TIES HTM100,MHAS06,CABLE TIES HITAM 100,HASSTON,PAK,CPI,3960.0,
119,CB TIES HTM150,MHAS07,CABLE TIES HITAM 150,HASSTON,PAK,CPI,5390.0,
120,CB TIES HTM200,MHAS08,CABLE TIES HITAM 200,HASSTON,PAK,CPI,12210.0,
121,CB TIES HTM250,MHAS09,CABLE TIES HITAM 250,HASSTON,PAK,CPI,18590.0,
122,CB TIES HTM300,MHAS10,CABLE TIES HITAM 300,HASSTON,PAK,CPI,22605.0,
123,CB TIES PTH100,MHAS11,CABLE TIES PUTIH 100,HASSTON,PAK,CPI,23760.0,
124,CB TIES PTH150,MHAS12,CABLE TIES PUTIH 150,HASSTON,PAK,CPI,5390.0,
125,CB TIES PTH200,MHAS13,CABLE TIES PUTIH 200,HASSTON,PAK,CPI,12210.0,
126,CB TIES PTH250,MHAS14,CABLE TIES PUTIH 250,HASSTON,PAK,CPI,19525.0,
127,CB TIES PTH300,MHAS15,CABLE TIES PUTIH 300,HASSTON,PAK,CPI,21474.75,
128,CB TIES PTH500,MVEG01,CABLE TIES PUTIH 500,VEGAZ,PAK,VJP,38000.0,
129,CHAINSAW 12,MMOD14,"MESIN CHAIN SAW 12"" GRINDA MODERN",MODERN,PCS,MT,110000.0,
130,CIRCLE M2600L,MMOD15,MESIN CIRCULARSAW M2600L,MODERN,PCS,GMM,506825.0,
131,CIRCULARSAW SM10,MESS01,"MESIN CIRCULAR SAW SM10""X40T ESSEN",ESSEN,PCS,MT,87200.0,
132,CT FK9,MFUK01,CATUT / TANG KAKATUA 9 FUKUDA,FUKUDA,PCS,SU,23000.0,
133,CT HD9,MHIO17,CATUT / TANG KAKATUA HD 9,HIOSHI,LSN,KBB,276000.0,
134,CT HIOSHI 9,MHIO18,CATUT HIOSHI 9,HIOSHI,PCS,KBB,24937.5,
135,CTK HB 10,MHIO19,CETOK HEBEL 10 CM HIOSHI,HIOSHI,PCS,KBB,21631.5,
136,CTK KR GLX,MGLX01,CETOK KORALTEX GLX,GLX,LSN,GSS,122000.0,
137,CTK KRTEX,MHIO20,TROWEL KAYU SEGI ( CETOK KORALTEX),HIOSHI,LSN,KBB,213750.0,
138,CTK KY BLT,MHIO21,CETOK KAYU BULAT HIOSHI,HIOSHI,LSN,KBB,161500.0,
139,CTK LNCP,MHIO22,TROWEL KAYU LANCIP,HIOSHI,LSN,KBB,228000.0,
140,CTK LNCP 6,MHIO23,CETOK LANCIP 6' HIOSHI,HIOSHI,LSN,KBB,156750.0,
141,CTK LNCP 7,MHIO24,CETOK LANCIP 7' HIOSHI,HIOSHI,LSN,KBB,166250.0,
142,CUTWD 14,MWDX01,"CUTTING WHEEL 14""",WD,PCS,WDS,30839.13,
143,CUTWD 4,MWDX02,"CUTTING WHEEL 4"" (WD)",WD,PCS,WDS,2581.43,
144,DB TAPE,MXXX10,DOUBLETAPE,,ROL,STS,2755.0,
145,DMD BSCH ECO,MBOS04,DIAMOND DISC STANDARD ECO KERING,BOSCH,PCS,ACP,29730.0,
146,DMD BSH STD,MBOS05,DIAMOND DISC STANDARD HIJAU BASAH,BOSCH,PCS,ACP,29730.0,
147,DMD TR MAX,MMAX01,DIAMOND WHEEL TURBO MAXTECH,MAXTECH,PCS,STD,38500.0,
148,DMD WH GM,MGOM09,DIAMOND WHEEL GOMEO,GOMEO,PCS,NIB,10000.0,
149,DMD WH TRGM,MGOM10,DIAMOND WHEEL TURBO GOMEO,GOMEO,PCS,NIB,20500.0,
150,DMD WH01,MBOS06,DIAMOND DISC TURBO (BOSCH),BOSCH,PCS,ACP,45066.0,
151,DONGKRAK,MXXX11,DONGKRAK BUAYA 2T 5.5 KG PLASTIC,,PCS,SMT,275000.0,
152,DS007,MDOL01,DOOR STOP 007 / MAGNET PINTU DOLPHIN,DOLPHIN,PCS,BI,9818.18,
153,ENG DPH3,MDOL02,ENGSEL DOLPHIN 3' BESI,DOLPHIN,LSN,BI,160000.0,
154,ENG DPH4,MDOL03,ENGSEL DOLPHIN 4' BESI,DOLPHIN,LSN,BI,210000.0,
155,ENG DPH5,MDOL04,ENGSEL DOLPHIN 5' BESI,DOLPHIN,LSN,BI,220000.0,
156,ENG DPHSS3,MDOL05,ENGSEL DOLPHIN SS 3',DOLPHIN,LSN,BI,180000.0,
157,ENG DPHSS4,MDOL06,ENGSEL DOLPHIN SS 4',DOLPHIN,LSN,BI,254545.45,
158,ENG DPHSS5,MDOL07,ENGSEL DOLPHIN SS 5',DOLPHIN,LSN,BI,334545.45,
159,ENG GDO3SN,MGDO01,ENGSEL GDO 3 SN,GDO,LSN,BI,90909.1,
160,ENG GDO4SN,MGDO02,ENGSEL GDO 4 SN,GDO,LSN,BI,135000.0,
161,ENG GM 3BLK,MGOM11,ENGSEL GOMEO 3' BLACK,GOMEO,LSN,NIB,95000.0,
162,ENG GM 4BLK,MGOM12,ENGSEL GOMEO 4' BLACK,GOMEO,LSN,NIB,137500.0,
163,ENG GM 5BLK,MGOM13,ENGSEL GOMEO 5' BLACK,GOMEO,LSN,NIB,165000.0,
164,ENG GM3GP,MGOM14,ENGSEL GOMEO 3' GP,GOMEO,LSN,NIB,102500.0,
165,ENG GM3SN,MGOM15,ENGSEL GOMEO 3' SN,GOMEO,LSN,NIB,107500.0,
166,ENG GM4GP,MGOM16,ENGSEL GOMEO 4' GP,GOMEO,LSN,NIB,147500.0,
167,ENG GM4SN,MGOM17,ENGSEL GOMEO 4' SN,GOMEO,LSN,NIB,157500.0,
168,ENG GM5GP,MGOM18,ENGSEL GOMEO 5' GP,GOMEO,LSN,NIB,175000.0,
169,ENG GM5SN,MGOM19,ENGSEL GOMEO 5' SN,GOMEO,LSN,NIB,180000.0,
170,ENG GRT 3SN,MGRT02,ENGSEL GRT 3' SN,GRT,LSN,SMSL,76500.0,
171,ENG GRT 4GP,MGRT03,ENGSEL GRT 4' GP,GRT,LSN,SMSL,142500.0,
172,ENG GRT 4SN,MGRT04,ENGSEL GRT 4' SN,GRT,LSN,SMSL,118500.0,
173,ENG GRT 5SN,MGRT05,ENGSEL GRT 5' SN,GRT,LSN,SMSL,173375.0,
174,ENG HPP3GP,MHPP01,ENGSEL HPP 3 GP,HPP,LSN,HSJ,47940.0,
175,ENG IGM3SN,MIGM06,ENGSEL IGM 3 SN,IGM,LSN,HIK,98636.36,
176,ENG OLIQ3SN,MOLI02,ENGSEL OLIQ 3SN,OLIQ,LSN,LGA,100000.0,
177,ENG SLN 9 PTH,MXXX12,ENGSEL SALON 9 PTH ESLON,,LSN,KA,32432.4,
178,ENG TPS 2.5,MMJP01,ENGSEL TIPIS 2.5 GP MJP,MJP,LSN,NIB,33000.0,
179,ENG TPS 2.5 GM,MGOM20,ENGSEL TIPIS 2.5 GP GOMEO,GOMEO,LSN,NIB,32000.0,
180,ENG TPS 2.5 RRT,MXXX13,"ENGSEL TIPIS 2.5"" RRT",,LSN,KA,8000.0,
181,ENG TPS 3 RRT,MXXX14,"ENGSEL TIPIS 3"" RRT",,LSN,GSS,11750.0,
182,ENG TPS 3 SS,MIGM07,ENGSEL TIPIS IGM 3 SS,IGM,LSN,HIK,38000.0,
183,ENG TPS2 GP,MGOM21,"ENGSEL TIPIS 2"" GP GOMEO",GOMEO,LSN,NIB,25000.0,
184,ENG TPS3 GP,MGOM22,"ENGSEL TIPIS 3"" GP GOMEO",GOMEO,LSN,NIB,38000.0,
185,ENG TR3GP,MTRE01,ENGSEL TREGO 3 GP,TREGO,LSN,LGA,98700.0,
186,ENG TR3SN,MTRE02,ENGSEL TREGO 3 SN,TREGO,LSN,LGA,98700.0,
187,ENG TR4SN,MXXX15,ENGSEL TREGO 4 SN,,LSN,LGA,142410.0,
188,ENG TR5SN,MXXX16,ENGSEL TREGO 5 SN,,LSN,LGA,172490.0,
189,FIBERTAPE,MXXX17,FIBERTAPE,,PCS,MSM,2800.0,
190,FIBERTAPE PR,MPRO01,FIBERTAPE PROFIX,PROFIX,PCS,NIB,2650.0,
191,GB OCP2,MKUR01,GRENDEL BULAT OCP 2' KURA,KURA,LSN,KA,28000.0,
192,GB OCP3,MXXX18,GRENDEL BULAT OCP 3' KURA,,LSN,KA,37500.0,
193,GB OCP4,MKUR02,GRENDEL BULAT OCP 4' KURA,KURA,LSN,KA,47500.0,
194,GBH 6,MGDO03,GRENDEL BULAT HITAM 6,GDO,LSN,BI,25000.0,
195,GC KROX,MXXX19,GANCO KROX (DANDANG) 5 LB,,LSN,NAS,654750.0,
196,GJ CKLT KR,MKUR03,GRENDEL JEPIT COKLAT KURA,KURA,LSN,KS,10500.0,
197,GJ PTH KR,MKUR04,GRENDEL JEPIT PUTIH KURA,KURA,LSN,KS,9500.0,
198,GL STICK,MXXX20,LEM GLUE STICK / LEM BAKAR BENING K,,KG ,HF,42000.0,
199,GL STICK B,MONE01,LEM GLUE STICK / LEM BAKAR BENING B,ONE DROP,KG ,HF,42000.0,
200,GLX FLEX18,MGLX02,MATA GRAJI GLX FLEX 18T,GLX,PCS,GSS,1850.0,
201,GM OV PDK 30,MHIO25,GEMBOK OVAL PENDEK 30 HIOSHI,HIOSHI,PCS,KBB,10488.0,
202,GM OV PDK 40,MHIO26,GEMBOK OVAL PENDEK 40 HIOSHI,HIOSHI,PCS,KBB,13984.0,
203,GM OV PDK 50,MHIO27,GEMBOK OVAL PENDEK 50 HIOSHI,HIOSHI,PCS,KBB,17480.0,
204,GM OV PJG 30,MHIO28,GEMBOK OVAL PANJANG 30 HIOSHI,HIOSHI,PCS,KBB,12236.0,
205,GM OV PJG 50,MHIO29,GEMBOK OVAL PANJANG 50 HIOSHI,HIOSHI,PCS,KBB,19228.0,
206,GMB HTM50 GLX,MGLX03,GEMBOK HITAM 50MM GLX,GLX,LSN,GSS,130000.0,
207,GMB KC ECO20,MHIO30,GEMBOK KECIL ECO WARNA 20 MM HIOSHI,HIOSHI,LSN,KBB,68400.0,
208,GMB KC ECO25,MHIO31,GEMBOK KECIL ECO WARNA 25 MM HIOSHI,HIOSHI,LSN,KBB,72675.0,
209,GMB KC ECO30,MHIO32,GEMBOK KECIL ECO WARNA 30 MM HIOSHI,HIOSHI,LSN,KBB,95000.0,
210,GMB KC ECO40,MHIO33,GEMBOK KECIL ECO WARNA 40 MM HIOSHI,HIOSHI,LSN,KBB,118060.53,
